condition,task_id,rep,phase,n,profile,model,model_configured,toolsets,goose_exit,timed_out,budget_killed,started,duration_s,agent_active_s,stop_cause,proxy_n_inference_calls,proxy_n_tool_calls,proxy_input_tokens,proxy_output_tokens,proxy_cache_read_input_tokens,proxy_cache_creation_input_tokens,proxy_tool_result_tokens,aux_calls,aux_tokens,unparsed_calls,prefix_tokens,prefix_n_tools,prefix_note,first_call_cc,subsequent_cc,cell,payload_exact,http_errors,completed,cost_usd,tool_results_recorded,payload_loss,payload_complete,payload_note,answer_f1,answer_precision,answer_recall,answer_coverage,graded_items,correct_items,missing_keys,unparsed_values,tool_errors,tool_error_tools,answer_grounded,grounded_facts,needs_review,grade_notes,pass_through_tokens,pass_through_fraction,pass_through_tokens_ex_discovery,pass_through_fraction_ex_discovery,forced_serial_depth,discovery_depth
M-R2,M4@20,1,2,20,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788383098.795597,26.5,19.3,,8,24,1789,2112,0,133596,20109,0,0,0,1586,3,,20572,113024,M-R2-lean,True,0,True,0.179344,24,0,True,,1.0,1.0,1.0,,1,1,0,0,0,,True,1,False,,19510,0.9702,19268,0.9582,1,2
M-R2,M4@20,2,2,20,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788383125.297898,20.8,13.1,,8,24,1789,2138,0,133598,20111,0,0,0,1586,3,,20572,113026,M-R2-lean,True,0,True,0.17947649999999998,24,0,True,,1.0,1.0,1.0,,1,1,0,0,0,,True,1,False,,19494,0.9693,19266,0.958,1,2
M-R2,M4@20,3,2,20,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788383146.306093,26.8,19.4,,8,24,1789,2139,0,133595,20113,0,0,0,1586,3,,20572,113023,M-R2-lean,True,0,True,0.17947775,24,0,True,,1.0,1.0,1.0,,1,1,0,0,0,,True,1,False,,19496,0.9693,19272,0.9582,1,2
M-R2,M4@50,1,2,50,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788383173.113994,55.7,48.9,,28,42,1889,3905,0,1464880,48207,0,0,0,1586,3,,48400,1416480,M-R2-lean,True,0,True,1.852514,42,0,True,,1.0,1.0,1.0,,3,3,0,0,0,,True,3,False,,46481,0.9642,45585,0.9456,1,3
M-R2,M4@50,2,2,50,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788383228.892398,40.7,33.2,,28,42,1889,3901,0,1464821,48202,0,0,0,1586,3,,48399,1416422,M-R2-lean,True,0,True,1.85242025,42,0,True,,1.0,1.0,1.0,,3,3,0,0,0,,True,3,False,,46563,0.966,45671,0.9475,1,3
M-R2,M4@50,3,2,50,lean,claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,,0,False,False,1788383269.6023302,46.1,39.5,,35,49,1924,4474,0,1904245,49473,0,0,0,1586,3,,48399,1855846,M-R2-lean,True,0,True,2.4046002499999997,49,0,True,,1.0,1.0,1.0,,3,3,0,0,0,,True,3,False,,47900,0.9682,46989,0.9498,1,3
M-R3,M1@1,1,2,1,fat,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788634362.475092,5.7,1.5,,3,1,2721,131,0,0,58,0,0,0,1166,1,,0,0,M-R3-fat,True,0,True,0.0033759999999999997,1,0,True,,0.0,0.0,0.0,1.0,2,0,0,2,0,,True,1,True,"2 of 2 values were mentioned but unreadable — likely an answer format this parser does not handle, not an agent error",58,1.0,58,1.0,1,1
M-R3,M1@1,2,2,1,fat,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788634368.170687,5.7,1.4,,3,1,2721,131,0,0,58,0,0,0,1166,1,,0,0,M-R3-fat,True,0,True,0.0033759999999999997,1,0,True,,0.0,0.0,0.0,1.0,2,0,0,2,0,,True,1,True,"2 of 2 values were mentioned but unreadable — likely an answer format this parser does not handle, not an agent error",58,1.0,58,1.0,1,1
M-R3,M1@1,3,2,1,fat,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788634373.836183,5.6,1.3,,3,1,2721,130,0,0,58,0,0,0,1166,1,,0,0,M-R3-fat,True,0,True,0.003371,1,0,True,,0.0,0.0,0.0,1.0,2,0,0,2,0,,True,1,True,"2 of 2 values were mentioned but unreadable — likely an answer format this parser does not handle, not an agent error",58,1.0,58,1.0,1,1
M-R3,M1@20,1,2,20,fat,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788634396.175563,10.6,1.7,,3,1,1525,785,0,48297,39537,0,0,0,1245,1,,48297,0,M-R3-fat,True,0,True,0.06582125,1,0,True,,1.0,1.0,1.0,1.0,40,40,0,0,0,,True,59,False,,37813,0.9564,37813,0.9564,1,1
M-R3,M1@20,2,2,20,fat,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788634406.807989,10.7,2.2,,3,1,1525,785,0,48297,39537,0,0,0,1245,1,,48297,0,M-R3-fat,True,0,True,0.06582125,1,0,True,,1.0,1.0,1.0,1.0,40,40,0,0,0,,True,59,False,,37813,0.9564,37813,0.9564,1,1
M-R3,M1@20,3,2,20,fat,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788634417.475151,20.6,2.1,,3,1,1525,785,0,48297,39537,0,0,0,1245,1,,48297,0,M-R3-fat,True,0,True,0.06582125,1,0,True,,1.0,1.0,1.0,1.0,40,40,0,0,0,,True,59,False,,37813,0.9564,37813,0.9564,1,1
M-R3,M1@5,1,2,5,fat,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788634379.451357,5.6,1.5,,3,1,1401,293,0,47995,39379,0,0,0,1183,1,,47995,0,M-R3-fat,True,0,True,0.06285974999999999,1,0,True,,1.0,1.0,1.0,1.0,10,10,0,0,0,,True,15,False,,38477,0.9771,38477,0.9771,1,1
M-R3,M1@5,2,2,5,fat,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788634385.006103,5.6,1.7,,3,1,1401,292,0,47995,39379,0,0,0,1183,1,,47995,0,M-R3-fat,True,0,True,0.06285475,1,0,True,,1.0,1.0,1.0,1.0,10,10,0,0,0,,True,15,False,,38477,0.9771,38477,0.9771,1,1
M-R3,M1@5,3,2,5,fat,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788634390.611857,5.6,1.3,,3,1,1401,311,0,47995,39379,0,0,0,1183,1,,47995,0,M-R3-fat,True,0,True,0.06294975,1,0,True,,1.0,1.0,1.0,1.0,10,10,0,0,0,,True,15,False,,38481,0.9772,38481,0.9772,1,1
M-R3,M1@50,1,2,50,fat,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788634438.04639,20.6,3.1,,3,1,1775,1637,0,48908,39865,0,0,0,1370,1,,48908,0,M-R3-fat,True,0,True,0.071095,1,0,True,,0.9796,0.9897,0.9697,1.0,100,96,0,3,0,,True,142,False,,36899,0.9256,36899,0.9256,1,1
M-R3,M1@50,2,2,50,fat,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788634458.6751869,40.7,19.1,,4,2,1780,2967,0,145812,79202,0,0,0,1370,1,,48908,96904,M-R3-fat,True,0,True,0.19888,2,0,True,,0.9899,1.0,0.98,1.0,100,98,0,2,0,,True,142,False,,73333,0.9259,73333,0.9259,1,1
M-R3,M1@50,3,2,50,fat,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788634499.374352,30.6,3.1,,3,1,1775,3257,0,48908,39865,0,0,0,1370,1,,48908,0,M-R3-fat,True,0,True,0.079195,1,0,True,,0.9796,0.9796,0.9796,1.0,100,96,0,2,0,,True,142,False,,36911,0.9259,36911,0.9259,1,1
M-R3,M2@1,1,2,1,fat,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788634530.026405,15.6,6.9,,6,5,6999,738,0,10239,3830,0,0,0,1178,1,,4132,6107,M-R3-fat,True,0,True,0.02348775,5,0,True,,0.8333,0.8333,0.8333,,6,5,0,0,0,,True,3,False,"failed checks: verdict:Kai Gallego | metric is correctness, not F1 over a set",3675,0.9594,3675,0.9594,2,1
M-R3,M2@1,2,2,1,fat,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788634545.652233,15.6,6.6,,6,5,6999,793,0,10239,3830,0,0,0,1178,1,,4132,6107,M-R3-fat,True,0,True,0.02376275,5,0,True,,0.8333,0.8333,0.8333,,6,5,0,0,0,,True,3,False,"failed checks: verdict:Kai Gallego | metric is correctness, not F1 over a set",3675,0.9594,3675,0.9594,2,1
M-R3,M2@1,3,2,1,fat,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788634561.223614,15.6,6.3,,6,5,6999,790,0,10239,3830,0,0,0,1178,1,,4132,6107,M-R3-fat,True,0,True,0.023747749999999998,5,0,True,,0.8333,0.8333,0.8333,,6,5,0,0,0,,True,3,False,"failed checks: verdict:Kai Gallego | metric is correctness, not F1 over a set",3675,0.9594,3675,0.9594,2,1
M-R3,M3@20,1,2,20,fat,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788634633.821088,35.7,18.0,,8,7,1572,3269,0,315891,66115,0,0,0,1256,1,,20305,295586,M-R3-fat,True,0,True,0.41278075000000003,7,0,True,,1.0,1.0,1.0,1.0,20,9,0,0,0,,True,20,False,,60773,0.9192,60773,0.9192,1,1
M-R3,M3@20,2,2,20,fat,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788634669.4925041,35.7,15.6,,7,5,1567,2922,0,212495,65843,0,0,0,1256,1,,20305,192190,M-R3-fat,True,0,True,0.28179575,5,0,True,,0.9474,0.9,1.0,1.0,20,9,0,0,0,,True,20,False,,61353,0.9318,61353,0.9318,1,1
M-R3,M3@20,3,2,20,fat,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788634705.2522838,35.7,17.9,,8,7,1572,3268,0,315901,66116,0,0,0,1256,1,,20305,295596,M-R3-fat,True,0,True,0.41278824999999997,7,0,True,,1.0,1.0,1.0,1.0,20,9,0,0,0,,True,20,False,,61666,0.9327,61666,0.9327,1,1
M-R3,M3@5,1,2,5,fat,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788634576.841574,20.7,9.9,,6,5,1412,1508,0,184221,44357,0,0,0,1181,1,,39124,145097,M-R3-fat,True,0,True,0.23922824999999998,5,0,True,,1.0,1.0,1.0,1.0,5,2,0,0,0,,True,5,False,,41021,0.9248,41021,0.9248,2,1
M-R3,M3@5,2,2,5,fat,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788634597.543273,15.6,7.7,,5,5,1407,1334,0,139841,45755,0,0,0,1181,1,,39124,100717,M-R3-fat,True,0,True,0.18287825,5,0,True,,1.0,1.0,1.0,1.0,5,2,0,0,0,,True,5,False,,42438,0.9275,42438,0.9275,2,1
M-R3,M3@5,3,2,5,fat,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788634613.16775,20.6,8.6,,5,5,1407,1376,0,139841,45755,0,0,0,1181,1,,39124,100717,M-R3-fat,True,0,True,0.18308824999999998,5,0,True,,1.0,1.0,1.0,1.0,5,2,0,0,0,,True,5,False,,42470,0.9282,42470,0.9282,2,1
M-R3,M3@50,1,2,50,fat,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788634740.944298,75.8,44.5,,11,9,1887,7173,0,951910,139217,0,0,0,1406,1,,48743,903167,M-R3-fat,True,0,True,1.2276395,9,0,True,,0.8679,0.7667,1.0,1.0,50,23,0,0,0,,True,50,False,,131463,0.9443,131463,0.9443,1,1
M-R3,M3@50,2,2,50,fat,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788634816.754858,35.7,27.9,,9,7,1877,2779,0,635347,117401,0,0,0,1406,1,,48743,586604,M-R3-fat,True,0,True,0.80995575,7,0,True,,0.6389,0.4694,1.0,1.0,50,23,0,0,0,,True,50,False,,113703,0.9685,113703,0.9685,1,1
M-R3,M3@50,3,2,50,fat,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788634852.505174,40.8,28.4,,9,7,1877,2744,0,634341,117606,0,0,0,1406,1,,48743,585598,M-R3-fat,True,0,True,0.80852325,7,0,True,,0.6389,0.4694,1.0,1.0,50,23,0,0,0,,True,50,False,,114795,0.9761,114795,0.9761,1,1
M-R3,M4@20,1,2,20,fat,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788634893.2722838,15.6,11.3,,4,20,1326,1544,0,58558,30402,0,0,0,1143,1,,20130,38428,M-R3-fat,True,0,True,0.0822435,20,0,True,,1.0,1.0,1.0,,1,1,0,0,0,,True,1,False,,29605,0.9738,29605,0.9738,2,1
M-R3,M4@20,2,2,20,fat,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788634908.9215271,15.7,11.3,,4,20,1326,1510,0,58548,30392,0,0,0,1143,1,,20130,38418,M-R3-fat,True,0,True,0.082061,20,0,True,,1.0,1.0,1.0,,1,1,0,0,0,,True,1,False,,29602,0.974,29602,0.974,2,1
M-R3,M4@20,3,2,20,fat,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788634924.6090848,15.6,9.8,,4,20,1326,1537,0,58568,30402,0,0,0,1143,1,,20130,38438,M-R3-fat,True,0,True,0.082221,20,0,True,,1.0,1.0,1.0,,1,1,0,0,0,,True,1,False,,29615,0.9741,29615,0.9741,2,1
M-R3,M4@50,1,2,50,fat,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788634940.2119439,20.7,12.6,,4,46,1326,3417,0,139152,73673,0,0,0,1143,1,,47957,91195,M-R3-fat,True,0,True,0.19235100000000002,46,0,True,,0.5,0.4,0.6667,,3,2,1,0,0,,True,5,False,,71264,0.9673,71264,0.9673,2,1
M-R3,M4@50,2,2,50,fat,claude-haiku-4-5-20251001,claude-haiku-4-5,,-9,True,False,1788634960.93781,532.3,0.0,timeout,2,1,1316,160,0,0,0,0,0,0,1143,1,,0,0,M-R3-fat,True,0,False,0.002116,0,1,,"1 call(s) without a result, but the run was cut short — expected, not a measurement loss",0.0,0.0,0.0,,0,0,0,0,0,,,0,False,empty answer | the answer states no checkable fact,,,,,1,1
M-R3,M4@50,3,2,50,fat,claude-haiku-4-5-20251001,claude-haiku-4-5,,0,False,False,1788635493.2960582,31.1,25.0,,4,45,1326,3497,0,138373,72854,0,0,0,1143,1,,47957,90416,M-R3-fat,True,0,True,0.19177724999999998,45,0,True,,0.8571,0.75,1.0,,3,3,0,0,0,,True,4,False,,70530,0.9681,70530,0.9681,2,1
